21.27903347	0.057508705	4.971689587	0.007731601	0.019100727	0.011758006	0.007203617	0.004380744	0.002655854	0.001617696	0.000983456	0.000599745	0.000353024	0.000217162	0.000134029	8.02E-05	4.90E-05	2.93E-05	1.70E-05	9.87E-06	7.33E-06	3.95E-06	4.51E-06	1.97E-06	6.11E-07	9.40E-08	1.41E-07	1.88E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81.32161175	0.080753862	4.202891264	0	0.013829079	0.025970526	0.015858478	0.009636036	0.005823729	0.003593731	0.002175584	0.001311201	0.000791524	0.000482221	0.000291706	0.000177763	0.000108397	6.45E-05	3.57E-05	2.43E-05	1.44E-05	9.49E-06	9.81E-06	4.12E-06	1.41E-06	5.90E-07	5.29E-07	1.72E-07	1.35E-07	1.60E-07	3.69E-08	1.23E-08	2.46E-08	0	1.23E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133.4200038	0.109988771	3.651278577	0	0	0.021510837	0.034825512	0.021159323	0.012798426	0.007882903	0.004778054	0.002879148	0.0017465	0.001058814	0.000643846	0.000389582	0.000236052	0.000141568	8.02E-05	5.01E-05	3.21E-05	2.07E-05	2.19E-05	8.63E-06	3.25E-06	9.59E-07	8.02E-07	4.12E-07	1.80E-07	1.80E-07	2.25E-08	1.50E-08	3.00E-08	7.50E-09	2.25E-08	7.50E-09	1.50E-08	0	0	0	0	0	0	0	0	0	0	7.50E-09	7.50E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136.8045657	0.146193838	3.308721925	0	0	0	0.030696424	0.04607643	0.027857023	0.017164727	0.010377388	0.00624909	0.003791635	0.002312072	0.001396927	0.000847552	0.000512563	0.000312811	0.000172326	0.000109974	7.02E-05	4.44E-05	4.80E-05	1.87E-05	6.71E-06	2.27E-06	2.06E-06	1.06E-06	4.46E-07	5.77E-07	8.77E-08	6.58E-08	5.12E-08	1.46E-08	7.31E-09	7.31E-09	1.46E-08	7.31E-09	0	7.31E-09	0	0	7.31E-09	0	7.31E-09	7.31E-09	7.31E-09	7.31E-09	1.46E-08	7.31E-09	0	0	0	0	7.31E-09	0	7.31E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112.5871758	0.191619473	3.14074857	0	0	0	0	0.041094387	0.059466675	0.03661695	0.022186426	0.013376106	0.008092947	0.004919548	0.002990394	0.00180859	0.001095302	0.000667341	0.00037324	0.000237967	0.000152886	9.67E-05	0.000101681	4.09E-05	1.32E-05	5.49E-06	3.38E-06	2.15E-06	1.19E-06	1.00E-06	8.88E-08	1.42E-07	1.42E-07	7.11E-08	4.44E-08	2.66E-08	1.78E-08	8.88E-09	0	8.88E-09	8.88E-09	1.78E-08	0	1.78E-08	8.88E-09	8.88E-09	8.88E-09	8.88E-09	1.78E-08	2.66E-08	2.66E-08	0	0	0	0	0	0	0	8.88E-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84.31440435	0.249356748	3.016009145	0	0	0	0	0	0.053196841	0.077734476	0.047018965	0.028336617	0.017222621	0.010434563	0.006344147	0.003836877	0.002326862	0.001410933	0.000796744	0.000504315	0.000320953	0.000205528	0.000213475	8.60E-05	2.78E-05	1.15E-05	7.76E-06	4.52E-06	2.32E-06	2.18E-06	2.25E-07	2.49E-07	1.90E-07	1.19E-07	1.42E-07	1.42E-07	5.93E-08	0	2.37E-08	0	0	1.19E-08	0	0	0	1.19E-08	4.74E-08	1.19E-08	9.49E-08	4.74E-08	1.19E-08	3.56E-08	2.37E-08	3.56E-08	0	0	1.19E-08	2.37E-08	1.19E-08	1.19E-08	0	0	0	0	0	0	0	0	0	0	0	0	0
62.83480939	0.324144528	2.842854962	0	0	0	0	0	0	0.069811161	0.10040753	0.060557596	0.036742612	0.022314574	0.013548064	0.008205404	0.004969729	0.00302864	0.001697626	0.001075089	0.0006854	0.000436732	0.000456785	0.000182097	6.32E-05	2.38E-05	1.84E-05	1.06E-05	5.65E-06	4.76E-06	4.62E-07	5.89E-07	2.23E-07	1.91E-07	3.18E-07	1.75E-07	6.37E-08	0	1.59E-08	6.37E-08	3.18E-08	1.59E-08	1.59E-08	0	3.18E-08	4.77E-08	7.96E-08	1.59E-08	1.43E-07	7.96E-08	9.55E-08	3.18E-08	1.59E-08	1.59E-08	0	3.18E-08	0	7.96E-08	1.59E-08	1.59E-08	3.18E-08	0	0	0	0	0	0	0	0	0	0	0	0
46.79402575	0.416912139	2.616015169	0	0	0	0	0	0	0	0.089756458	0.128743315	0.078009958	0.047354165	0.028773566	0.01740844	0.010580026	0.006435309	0.003585308	0.002279778	0.001447386	0.000925161	0.000965722	0.000385327	0.000127709	4.91E-05	3.42E-05	2.10E-05	1.09E-05	1.02E-05	1.26E-06	1.26E-06	8.55E-07	4.92E-07	8.55E-07	4.49E-07	3.63E-07	2.14E-08	2.14E-08	2.14E-08	8.55E-08	2.14E-08	4.27E-08	4.27E-08	2.14E-08	4.27E-08	8.55E-08	8.55E-08	3.63E-07	6.41E-08	2.56E-07	1.07E-07	8.55E-08	8.55E-08	1.07E-07	2.14E-08	4.27E-08	6.41E-08	6.41E-08	4.27E-08	6.41E-08	2.14E-08	0	0	0	2.14E-08	0	0	0	0	0	0	0
36.15407201	0.518877941	2.371438648	0	0	0	0	0	0	0	0	0.110929718	0.160557046	0.097468578	0.059049614	0.035841827	0.021710611	0.013187588	0.007382184	0.004699277	0.002993522	0.001900256	0.001984507	0.000812218	0.00027286	0.000100846	7.38E-05	4.48E-05	2.28E-05	2.14E-05	2.66E-06	2.68E-06	1.71E-06	9.68E-07	1.05E-06	5.81E-07	6.36E-07	8.30E-08	5.53E-08	8.30E-08	1.11E-07	8.30E-08	8.30E-08	1.94E-07	5.53E-08	1.38E-07	1.66E-07	3.04E-07	6.36E-07	7.47E-07	5.26E-07	2.49E-07	1.66E-07	1.11E-07	5.53E-08	1.94E-07	1.66E-07	1.11E-07	2.21E-07	1.11E-07	8.30E-08	2.77E-08	8.30E-08	2.77E-08	2.77E-08	0	2.77E-08	0	0	2.77E-08	0	0	0
29.47761515	0.620677588	2.136751624	0	0	0	0	0	0	0	0	0	0.13256225	0.191875597	0.116513835	0.070666741	0.042821748	0.025967535	0.014561185	0.009269508	0.005874051	0.003747386	0.003924978	0.001578181	0.000534779	0.000205376	0.000146823	8.18E-05	4.46E-05	4.32E-05	4.92E-06	4.17E-06	3.36E-06	1.59E-06	2.58E-06	1.59E-06	8.14E-07	1.02E-07	1.02E-07	6.78E-08	2.37E-07	1.36E-07	1.02E-07	1.36E-07	3.05E-07	2.04E-07	5.09E-07	6.11E-07	1.02E-06	9.84E-07	5.77E-07	2.71E-07	2.37E-07	2.37E-07	3.39E-08	1.36E-07	3.05E-07	2.71E-07	2.04E-07	4.75E-07	1.70E-07	0	6.78E-08	6.78E-08	1.02E-07	3.39E-08	0	0	3.39E-08	0	3.39E-08	3.39E-08	0
25.12349099	0.713750747	1.920778547	0	0	0	0	0	0	0	0	0	0	0.15263265	0.220828348	0.133950413	0.081249457	0.049303976	0.027615111	0.017565791	0.011176631	0.007115213	0.007434317	0.0030286	0.001005394	0.000379884	0.000282485	0.000160567	8.51E-05	8.10E-05	8.64E-06	9.51E-06	6.61E-06	3.70E-06	5.85E-06	2.07E-06	2.15E-06	5.97E-07	5.17E-07	4.38E-07	3.58E-07	4.38E-07	4.38E-07	2.79E-07	1.99E-07	7.56E-07	7.96E-07	1.23E-06	2.19E-06	2.07E-06	1.43E-06	6.37E-07	4.78E-07	2.39E-07	3.58E-07	4.78E-07	4.78E-07	5.17E-07	6.37E-07	3.98E-07	3.58E-07	2.39E-07	1.99E-07	3.98E-08	1.99E-07	1.19E-07	1.19E-07	7.96E-08	1.19E-07	7.96E-08	0	0	0
22.33508458	0.78964377	1.736706296	0	0	0	0	0	0	0	0	0	0	0	0.168624927	0.24424434	0.148105909	0.089926635	0.050337665	0.032110915	0.020440263	0.013015666	0.013500419	0.005518134	0.001836035	0.000690752	0.000508527	0.000297469	0.000154286	0.000143586	1.92E-05	1.71E-05	1.17E-05	6.58E-06	8.60E-06	5.78E-06	4.03E-06	8.06E-07	6.27E-07	8.06E-07	6.72E-07	7.61E-07	5.82E-07	6.27E-07	6.27E-07	7.16E-07	1.34E-06	1.66E-06	4.30E-06	3.58E-06	2.42E-06	1.25E-06	1.12E-06	8.06E-07	6.27E-07	4.48E-07	1.21E-06	1.12E-06	7.61E-07	7.61E-07	4.92E-07	1.34E-07	1.79E-07	2.69E-07	1.34E-07	1.34E-07	8.95E-08	1.34E-07	4.48E-08	4.48E-08	1.34E-07	4.48E-08	8.95E-08
20.57087907	0.843903583	1.578917809	0	0	0	0	0	0	0	0	0	0	0	0	0.180264732	0.260988749	0.158513352	0.088778802	0.056511148	0.035970801	0.022881229	0.023832282	0.009668425	0.003205843	0.001230088	0.000896948	0.000519764	0.00027466	0.000262993	3.13E-05	3.11E-05	2.14E-05	9.72E-06	1.53E-05	8.56E-06	6.27E-06	1.36E-06	1.60E-06	1.26E-06	7.78E-07	1.22E-06	1.31E-06	9.72E-07	6.32E-07	2.14E-06	2.28E-06	2.77E-06	7.24E-06	5.06E-06	4.52E-06	2.14E-06	1.26E-06	1.02E-06	8.26E-07	1.22E-06	1.07E-06	1.80E-06	1.41E-06	1.60E-06	9.72E-07	6.81E-07	3.89E-07	3.89E-07	3.89E-07	3.40E-07	4.38E-07	1.94E-07	9.72E-08	4.86E-08	0	1.94E-07	4.86E-08
19.39381659	0.881947598	1.452233385	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188111246	0.272894661	0.153168253	0.097350101	0.06193273	0.039484698	0.040979556	0.016670365	0.005581006	0.002065504	0.001540697	0.000890078	0.000459373	0.00043947	5.58E-05	5.22E-05	3.83E-05	1.94E-05	2.62E-05	1.49E-05	1.20E-05	2.11E-06	2.06E-06	2.06E-06	1.75E-06	1.65E-06	1.60E-06	1.91E-06	1.96E-06	3.45E-06	3.66E-06	5.05E-06	1.36E-05	8.92E-06	7.27E-06	4.07E-06	2.48E-06	2.17E-06	1.44E-06	2.32E-06	2.27E-06	2.68E-06	2.94E-06	2.73E-06	1.86E-06	7.22E-07	6.19E-07	8.25E-07	4.64E-07	4.13E-07	4.64E-07	1.55E-07	2.58E-07	3.09E-07	2.06E-07	5.16E-08	2.06E-07
18.62264115	0.907225385	1.350849104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193740403	0.259347692	0.165178557	0.104972167	0.06687349	0.069565857	0.028134624	0.009467293	0.003545201	0.002613969	0.001507788	0.000796611	0.000760848	8.92E-05	9.16E-05	6.34E-05	3.06E-05	4.35E-05	2.57E-05	2.00E-05	4.56E-06	2.95E-06	3.97E-06	3.28E-06	3.38E-06	3.44E-06	2.90E-06	2.68E-06	4.99E-06	7.25E-06	9.67E-06	2.14E-05	1.51E-05	1.27E-05	6.93E-06	3.76E-06	2.42E-06	1.66E-06	3.65E-06	3.38E-06	4.62E-06	4.56E-06	4.78E-06	2.15E-06	1.29E-06	1.29E-06	9.67E-07	8.05E-07	6.98E-07	4.83E-07	4.83E-07	6.44E-07	8.05E-07	4.83E-07	2.15E-07	1.61E-07
16.34393583	0.922901669	1.271874209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180592119	0.269791502	0.171725283	0.10916526	0.113798599	0.046147208	0.015419481	0.005759812	0.004304594	0.002473027	0.00129522	0.001249577	0.000144641	0.000143907	0.000102974	5.26E-05	7.61E-05	4.11E-05	3.30E-05	6.49E-06	6.61E-06	5.14E-06	5.45E-06	5.26E-06	5.75E-06	4.89E-06	5.32E-06	7.59E-06	1.26E-05	1.58E-05	3.33E-05	2.50E-05	2.04E-05	9.91E-06	6.18E-06	4.34E-06	4.10E-06	5.69E-06	6.73E-06	8.93E-06	8.75E-06	8.81E-06	4.28E-06	2.88E-06	2.20E-06	1.53E-06	1.77E-06	1.10E-06	6.73E-07	7.95E-07	7.34E-07	7.34E-07	3.67E-07	3.06E-07	2.45E-07
15.99670022	0.932516502	1.20720613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182451191	0.272758503	0.173333185	0.180752965	0.073203347	0.024505929	0.009178893	0.006810905	0.003932811	0.002044922	0.001956403	0.00023086	0.000236236	0.000168597	7.94E-05	0.000120462	6.81E-05	4.87E-05	7.88E-06	9.31E-06	9.94E-06	8.06E-06	8.06E-06	9.31E-06	7.88E-06	8.69E-06	1.42E-05	2.10E-05	2.51E-05	5.00E-05	3.94E-05	3.19E-05	1.73E-05	1.04E-05	6.31E-06	7.19E-06	1.12E-05	9.88E-06	1.28E-05	1.23E-05	1.33E-05	6.06E-06	5.00E-06	3.06E-06	2.38E-06	1.81E-06	2.31E-06	1.75E-06	1.13E-06	9.38E-07	7.50E-07	1.38E-06	8.13E-07	5.00E-07
15.71359174	0.938728219	1.155973968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183701985	0.274649429	0.285945382	0.115704101	0.038778785	0.014543906	0.010756548	0.006208383	0.003211551	0.003106037	0.000365734	0.000371207	0.000264994	0.000128742	0.000185699	0.000106787	7.87E-05	1.31E-05	1.58E-05	1.32E-05	1.31E-05	1.13E-05	1.16E-05	1.27E-05	1.27E-05	2.32E-05	3.28E-05	3.54E-05	8.44E-05	6.89E-05	5.29E-05	2.75E-05	1.39E-05	1.08E-05	9.99E-06	1.49E-05	1.50E-05	2.22E-05	2.10E-05	2.16E-05	1.19E-05	6.05E-06	4.90E-06	3.50E-06	3.63E-06	3.31E-06	3.31E-06	1.59E-06	2.10E-06	1.59E-06	1.59E-06	1.53E-06	8.91E-07
15.48345041	0.942754868	1.114238959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184595612	0.45112322	0.182812482	0.061133919	0.022947275	0.017024306	0.009778634	0.005067475	0.004902525	0.000587466	0.000584108	0.000416768	0.000201312	0.000296962	0.000168309	0.000126716	2.38E-05	2.02E-05	2.29E-05	2.22E-05	2.22E-05	2.10E-05	2.14E-05	1.68E-05	3.44E-05	4.94E-05	5.94E-05	0.000129558	0.000104111	8.56E-05	4.06E-05	2.43E-05	1.53E-05	1.54E-05	2.36E-05	2.53E-05	3.42E-05	3.31E-05	3.51E-05	1.74E-05	1.14E-05	8.01E-06	5.88E-06	6.52E-06	5.23E-06	3.81E-06	3.49E-06	4.59E-06	3.16E-06	2.84E-06	1.42E-06	1.61E-06
