3.0718490936 0.0569308475 1.54669305913E-06 13.843843187 0.0080456426 0.0181743954 0.0111545193 0.0068323669 0.004124226 0.0024978441 0.00152514 0.00094601 0.0005543892 0.0003414881 0.0002171331 0.0001324935 7.78033011127E-05 4.06921030924E-05 2.40897250307E-05 1.53002307628E-05 1.17193256906E-05 7.48734696901E-06 3.58090507213E-06 5.53412602057E-06 1.30214729896E-06 6.51073649479E-07 0 0 0 3.25536824739E-07 3.25536824739E-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8.5680588446 0.0800852092 1.65585514952E-06 12.9064635326 0 0.0139968693 0.0246464227 0.0149693183 0.0091249373 0.0055336922 0.0034166432 0.0020325491 0.0012546599 0.0007655176 0.0004521444 0.0002775424 0.0001699335 0.0001073755 6.18576517289E-05 3.48970525792E-05 2.12416841786E-05 1.27216679971E-05 9.45371658499E-06 0.000009337 2.80110121037E-06 1.28383805475E-06 4.66850201728E-07 3.50137651296E-07 0 1.16712550432E-07 3.50137651296E-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11.1434668359 0.1094963983 1.7223973873E-06 11.90725709 0 0 0.0211941224 0.0334180561 0.0202321237 0.0122497785 0.0075297931 0.0045731729 0.0027574004 0.0016642038 0.0010112652 0.0006348114 0.0003774409 0.0002168086 0.0001417871 7.23293757564E-05 0.000047741 2.67421265203E-05 1.73195651625E-05 2.04604189485E-05 7.26883304748E-06 3.49980850434E-06 1.25634151438E-06 1.16660283478E-06 4.48693397992E-07 8.97386795985E-08 8.97386795985E-08 0 0 0 0 0 8.97386795985E-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.3121767587 0.1460732589 1.68207118998E-06 10.8179442797 0 0 0 0.0299363565 0.0449217474 0.027238672 0.0166822199 0.0100969953 0.0061211131 0.0036909763 0.0022592708 0.0013620791 0.0008314442 0.0004985368 0.0003132219 0.0001689265 0.0001098701 6.90445884185E-05 4.48983770193E-05 4.49953497558E-05 1.73581198412E-05 6.40020061182E-06 1.84248199431E-06 2.23037294048E-06 1.26064557506E-06 3.87890946171E-07 4.84863682714E-07 0.000000097 1.93945473086E-07 0 0 0 0.000000097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8.5999976151 0.1918665998 1.58083575924E-06 9.5864135796 0 0 0 0 0.0401480344 0.0592095513 0.036423731 0.0221115178 0.0132955851 0.0080826767 0.0048846525 0.0029513962 0.0018102331 0.0010829073 0.0006573258 0.0003718606 0.0002282559 0.0001456977 0.0001032558 0.0001 3.94186155826E-05 1.04651191812E-05 0.000005814 3.02325665235E-06 2.44186114228E-06 1.27907012215E-06 3.48837306041E-07 2.32558204027E-07 0 1.16279102014E-07 0 0 1.16279102014E-07 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16279102014E-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6.9240104993 0.2497704886 1.5728852055E-06 8.3836705667 0 0 0 0 0 0.0524680025 0.0779354682 0.047241985 0.0284787263 0.0172771257 0.0104651777 0.0063490661 0.0038376603 0.0023292859 0.0014277852 0.0007966481 0.000503321 0.000309936 0.0002010396 0.0002128824 8.88213557823E-05 2.54187945003E-05 1.02541727814E-05 0.000009532 3.46619925004E-06 2.45522446878E-06 1.73309962502E-06 4.33274906255E-07 4.33274906255E-07 2.88849937503E-07 0 1.44424968752E-07 0 0 0 0 0 0 0 0 0 0 0 2.88849937503E-07 1.44424968752E-07 0 1.44424968752E-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5.5401869146 0.3246158578 1.82392310959E-06 7.2632151934 0 0 0 0 0 0 0.0691056107 0.1008727699 0.0609407237 0.0369655398 0.0224277632 0.0135930432 0.0082430432 0.0050595766 0.0030132557 0.0016894737 0.0010909379 0.0006954639 0.0004252564 0.0004673128 0.0001832068 6.6784750353E-05 1.93134278048E-05 1.71474359014E-05 0.000008664 0.000003971 0.000005054 1.80499325278E-07 0.000000722 1.80499325278E-07 1.80499325278E-07 0.000000361 0 0 0 0 0 0 0 0 0 0 0 0.000000361 1.80499325278E-07 1.80499325278E-07 1.80499325278E-07 0 0 0 0 0 0 0 0 1.80499325278E-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4.3808863495 0.4173541155 2.49293756219E-06 6.2257823776 0 0 0 0 0 0 0 0.0890180591 0.1290400971 0.0784428019 0.0477556328 0.0287765968 0.0174964594 0.0106672477 0.0064386514 0.0035963042 0.0022744256 0.0014421739 0.0009180791 0.0009943193 0.0003823427 0.0001273715 5.11312054522E-05 0.000036294 2.23699023853E-05 1.05001582625E-05 1.32393299832E-05 6.84792930164E-07 9.13057240218E-07 1.14132155027E-06 2.28264310055E-07 9.13057240218E-07 0 0 0 2.28264310055E-07 2.28264310055E-07 0 0 2.28264310055E-07 0 0 0 2.28264310055E-07 4.56528620109E-07 0 2.28264310055E-07 0 0 2.28264310055E-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3.5481028363 0.5192649837 3.68331255373E-06 5.3554820455 0 0 0 0 0 0 0 0 0.1103874431 0.1606472603 0.0976279482 0.0592372909 0.0357340263 0.0218350492 0.0132281961 0.007437214 0.0047135049 0.0030024496 0.0019269453 0.0020047333 0.000798173 0.0002564751 9.75169029651E-05 7.21512345638E-05 4.87584514826E-05 2.73385537214E-05 2.08562162411E-05 3.38208912018E-06 3.38208912018E-06 1.40920380007E-06 1.40920380007E-06 1.12736304006E-06 5.6368152003E-07 5.6368152003E-07 2.81840760015E-07 0 2.81840760015E-07 0 0 0 0 2.81840760015E-07 0 0 0 5.6368152003E-07 5.6368152003E-07 2.81840760015E-07 0 2.81840760015E-07 0 0 2.81840760015E-07 0 5.6368152003E-07 0 0 0 2.81840760015E-07 0 0 0 0 2.81840760015E-07 0 0 0 0 0 0
3.005102954 0.6209508235 5.47165862084E-06 4.6337200518 0 0 0 0 0 0 0 0 0 0.1318903232 0.1917821149 0.1166598966 0.0707915846 0.0426737459 0.0259056016 0.0146753708 0.009232296 0.0058799982 0.0037346474 0.0040051872 0.0015889639 0.0005224447 0.0002126383 0.000148747 9.05127059415E-05 4.65874221758E-05 3.99320761506E-05 4.99150951883E-06 5.32427682009E-06 3.66044031381E-06 1.99660380753E-06 9.98301903766E-07 3.32767301255E-07 6.65534602511E-07 1.33106920502E-06 3.32767301255E-07 6.65534602511E-07 0 0 0 3.32767301255E-07 0 9.98301903766E-07 3.32767301255E-07 3.32767301255E-07 1.33106920502E-06 6.65534602511E-07 1.66383650628E-06 9.98301903766E-07 0 0 0 3.32767301255E-07 0 6.65534602511E-07 3.32767301255E-07 0 0 3.32767301255E-07 0 0 0 3.32767301255E-07 0 0 0 0 0 0 0
